,text,CaseFolding,TextClean,Tokenizing,Normalization,Stopwords
73,@maribelajar_id terimakasih kak admin atas informasinya,@maribelajar_id terimakasih kak admin atas informasinya,terimakasih kak admin atas informasinya,"['terimakasih', 'kak', 'admin', 'atas', 'informasinya']","['terimakasih', 'kakak', 'admin', 'atas', 'informasinya']","['terimakasih', 'kakak', 'admin', 'informasinya']"
74,"Kak izin tanya, kalau tidak ke terima keterangan di platformnya ""diproses""  akan berubah tidak ya? @maribelajar_id","kak izin tanya, kalau tidak ke terima keterangan di platformnya ""diproses""  akan berubah tidak ya? @maribelajar_id",kak izin tanya kalau tidak ke terima keterangan di platformnya diproses akan berubah tidak ya,"['kak', 'izin', 'tanya', 'kalau', 'tidak', 'ke', 'terima', 'keterangan', 'di', 'platformnya', 'diproses', 'akan', 'berubah', 'tidak', 'ya']","['kakak', 'izin', 'tanya', 'kalau', 'tidak', 'ke', 'terima', 'keterangan', 'di', 'platformnya', 'diproses', 'akan', 'berubah', 'tidak', 'ya']","['kakak', 'izin', 'terima', 'keterangan', 'platformnya', 'diproses', 'berubah']"
75,"@maribelajar_id maaf kak, bisa cek dm lagi?","@maribelajar_id maaf kak, bisa cek dm lagi?",maaf kak bisa cek dm lagi,"['maaf', 'kak', 'bisa', 'cek', 'dm', 'lagi']","['maaf', 'kakak', 'bisa', 'cek', 'pesan', 'lagi']","['maaf', 'kakak', 'cek', 'pesan']"
76,Min mohon cek dm hehe makasih,min mohon cek dm hehe makasih,min mohon cek dm hehe makasih,"['min', 'mohon', 'cek', 'dm', 'hehe', 'makasih']","['min', 'mohon', 'cek', 'pesan', 'hehe', 'terimakasih']","['min', 'mohon', 'cek', 'pesan', 'terimakasih']"
77,Min mohon cek dm ya makasih,min mohon cek dm ya makasih,min mohon cek dm ya makasih,"['min', 'mohon', 'cek', 'dm', 'ya', 'makasih']","['min', 'mohon', 'cek', 'pesan', 'ya', 'terimakasih']","['min', 'mohon', 'cek', 'pesan', 'terimakasih']"
78,yg lolos program SIB udah ada yang masuk grup belum?,yg lolos program sib udah ada yang masuk grup belum?,yg lolos program sib udah ada yang masuk grup belum,"['yg', 'lolos', 'program', 'sib', 'udah', 'ada', 'yang', 'masuk', 'grup', 'belum']","['yang', 'lolos', 'program', 'sib', 'sudah', 'ada', 'yang', 'masuk', 'kelompok', 'belum']","['lolos', 'program', 'sib', 'masuk', 'kelompok']"
79,"@tyadr halo kak, sudah ada grupnya belum ya?","@tyadr halo kak, sudah ada grupnya belum ya?",halo kak sudah ada grupnya belum ya,"['halo', 'kak', 'sudah', 'ada', 'grupnya', 'belum', 'ya']","['halo', 'kakak', 'sudah', 'ada', 'grupnya', 'belum', 'ya']","['halo', 'kakak', 'grupnya']"
80,@tyadr lolos nih,@tyadr lolos nih,lolos nih,"['lolos', 'nih']","['lolos', 'nih']",['lolos']
81,@maribelajar_id cek dm ka,@maribelajar_id cek dm ka,cek dm ka,"['cek', 'dm', 'ka']","['cek', 'pesan', 'kakak']","['cek', 'pesan', 'kakak']"
82,Ada yang lolos tapi blm ada informasi lagi lewat email?,ada yang lolos tapi blm ada informasi lagi lewat email?,ada yang lolos tapi blm ada informasi lagi lewat email,"['ada', 'yang', 'lolos', 'tapi', 'blm', 'ada', 'informasi', 'lagi', 'lewat', 'email']","['ada', 'yang', 'lolos', 'tapi', 'belum', 'ada', 'informasi', 'lagi', 'lewat', 'email']","['lolos', 'informasi', 'email']"
83,@yellvnaa sama belum,@yellvnaa sama belum,sama belum,"['sama', 'belum']","['sama', 'belum']",[]
84,cek dm min🙌 @maribelajar_id,cek dm min🙌 @maribelajar_id,cek dm min,"['cek', 'dm', 'min']","['cek', 'pesan', 'min']","['cek', 'pesan', 'min']"
85,Ini yang lolos untuk komunikasi hanya melalui Microsoft Teams saja ya? Apa ada grup wa/tele begitu mungkin?,ini yang lolos untuk komunikasi hanya melalui microsoft teams saja ya? apa ada grup wa/tele begitu mungkin?,ini yang lolos untuk komunikasi hanya melalui microsoft teams saja ya apa ada grup watele begitu mungkin,"['ini', 'yang', 'lolos', 'untuk', 'komunikasi', 'hanya', 'melalui', 'microsoft', 'teams', 'saja', 'ya', 'apa', 'ada', 'grup', 'watele', 'begitu', 'mungkin']","['ini', 'yang', 'lolos', 'untuk', 'komunikasi', 'hanya', 'melalui', 'microsoft', 'teams', 'saja', 'ya', 'apa', 'ada', 'kelompok', 'watele', 'begitu', 'mungkin']","['lolos', 'komunikasi', 'microsoft', 'teams', 'kelompok', 'watele']"
86,@nabiiila.z nitip kak,@nabiiila.z nitip kak,nitip kak,"['nitip', 'kak']","['titip', 'kakak']","['titip', 'kakak']"
87,@nabiiila.z kka lolos juga?,@nabiiila.z kka lolos juga?,kka lolos juga,"['kka', 'lolos', 'juga']","['kka', 'lolos', 'juga']","['kka', 'lolos']"
88,@mfikrisw kakak lolos juga?,@mfikrisw kakak lolos juga?,kakak lolos juga,"['kakak', 'lolos', 'juga']","['kakak', 'lolos', 'juga']","['kakak', 'lolos']"
89,@yellvnaa lolos ga kak?,@yellvnaa lolos ga kak?,lolos ga kak,"['lolos', 'ga', 'kak']","['lolos', 'tidak', 'kakak']","['lolos', 'kakak']"
90,@anscntyaa_ lolos kak,@anscntyaa_ lolos kak,lolos kak,"['lolos', 'kak']","['lolos', 'kakak']","['lolos', 'kakak']"
91,@mfikrisw cek dm kak,@mfikrisw cek dm kak,cek dm kak,"['cek', 'dm', 'kak']","['cek', 'pesan', 'kakak']","['cek', 'pesan', 'kakak']"
92,@anscntyaa_ lolos kak,@anscntyaa_ lolos kak,lolos kak,"['lolos', 'kak']","['lolos', 'kakak']","['lolos', 'kakak']"
93,"@yellvnaa hi kak, saat ini apakah masih blm dapat email? Jika blm mohondapat memeriksa inbox/spam di email kakak ya, terima kasih","@yellvnaa hi kak, saat ini apakah masih blm dapat email? jika blm mohondapat memeriksa inbox/spam di email kakak ya, terima kasih",hi kak saat ini apakah masih blm dapat email jika blm mohondapat memeriksa inboxspam di email kakak ya terima kasih,"['hi', 'kak', 'saat', 'ini', 'apakah', 'masih', 'blm', 'dapat', 'email', 'jika', 'blm', 'mohondapat', 'memeriksa', 'inboxspam', 'di', 'email', 'kakak', 'ya', 'terima', 'kasih']","['hi', 'kakak', 'saat', 'ini', 'apakah', 'masih', 'belum', 'dapat', 'email', 'jika', 'belum', 'mohondapat', 'memeriksa', 'inboxspam', 'di', 'email', 'kakak', 'ya', 'terima', 'kasih']","['hi', 'kakak', 'email', 'mohondapat', 'memeriksa', 'inboxspam', 'email', 'kakak', 'terima', 'kasih']"
94,@maribelajar_id Sudah ada kak terima kasih 🙏🏻,@maribelajar_id sudah ada kak terima kasih 🙏🏻,sudah ada kak terima kasih,"['sudah', 'ada', 'kak', 'terima', 'kasih']","['sudah', 'ada', 'kakak', 'terima', 'kasih']","['kakak', 'terima', 'kasih']"
95,Min ini online atau offline yah @maribelajar_id 🙏🙏,min ini online atau offline yah @maribelajar_id 🙏🙏,min ini online atau offline yah,"['min', 'ini', 'online', 'atau', 'offline', 'yah']","['min', 'ini', 'online', 'atau', 'offline', 'ya']","['min', 'online', 'offline']"
96,Belum ada pengumuman min?,belum ada pengumuman min?,belum ada pengumuman min,"['belum', 'ada', 'pengumuman', 'min']","['belum', 'ada', 'pengumuman', 'min']","['pengumuman', 'min']"
97,"@rafaunais Hi kak, saat ini masih belum ada. mohon berkenan menunggu ya. terima kasih :)","@rafaunais hi kak, saat ini masih belum ada. mohon berkenan menunggu ya. terima kasih :)",hi kak saat ini masih belum ada mohon berkenan menunggu ya terima kasih,"['hi', 'kak', 'saat', 'ini', 'masih', 'belum', 'ada', 'mohon', 'berkenan', 'menunggu', 'ya', 'terima', 'kasih']","['hi', 'kakak', 'saat', 'ini', 'masih', 'belum', 'ada', 'mohon', 'berkenan', 'menunggu', 'ya', 'terima', 'kasih']","['hi', 'kakak', 'mohon', 'berkenan', 'menunggu', 'terima', 'kasih']"
98,"@syahbani731 Hi Kak, pelaksanaan pembelajaran sepenuhnya dijalankan secara online. terima kasih","@syahbani731 hi kak, pelaksanaan pembelajaran sepenuhnya dijalankan secara online. terima kasih",hi kak pelaksanaan pembelajaran sepenuhnya dijalankan secara online terima kasih,"['hi', 'kak', 'pelaksanaan', 'pembelajaran', 'sepenuhnya', 'dijalankan', 'secara', 'online', 'terima', 'kasih']","['hi', 'kakak', 'pelaksanaan', 'pembelajaran', 'sepenuhnya', 'dijalankan', 'secara', 'online', 'terima', 'kasih']","['hi', 'kakak', 'pelaksanaan', 'pembelajaran', 'sepenuhnya', 'dijalankan', 'online', 'terima', 'kasih']"
99,@maribelajar_id untuk kelanjutan seleksi tes berikutnya gimana min? Karena ada beberapa temen saya yg blom dapet email tes,@maribelajar_id untuk kelanjutan seleksi tes berikutnya gimana min? karena ada beberapa temen saya yg blom dapet email tes,untuk kelanjutan seleksi tes berikutnya gimana min karena ada beberapa temen saya yg blom dapet email tes,"['untuk', 'kelanjutan', 'seleksi', 'tes', 'berikutnya', 'gimana', 'min', 'karena', 'ada', 'beberapa', 'temen', 'saya', 'yg', 'blom', 'dapet', 'email', 'tes']","['untuk', 'kelanjutan', 'seleksi', 'tes', 'berikutnya', 'bagaimana', 'min', 'karena', 'ada', 'beberapa', 'teman', 'saya', 'yang', 'belum', 'dapat', 'email', 'tes']","['kelanjutan', 'seleksi', 'tes', 'min', 'teman', 'email', 'tes']"
100,"@rafaunais Hi kak, untuk selanjutnya akan ada uji wawasan kebinekaan. Bagi yang merasa belum mendapatkan email pretest, bisa diarahkan untuk memeriksa SPAM, kak. terima kasih","@rafaunais hi kak, untuk selanjutnya akan ada uji wawasan kebinekaan. bagi yang merasa belum mendapatkan email pretest, bisa diarahkan untuk memeriksa spam, kak. terima kasih",hi kak untuk selanjutnya akan ada uji wawasan kebinekaan bagi yang merasa belum mendapatkan email pretest bisa diarahkan untuk memeriksa spam kak terima kasih,"['hi', 'kak', 'untuk', 'selanjutnya', 'akan', 'ada', 'uji', 'wawasan', 'kebinekaan', 'bagi', 'yang', 'merasa', 'belum', 'mendapatkan', 'email', 'pretest', 'bisa', 'diarahkan', 'untuk', 'memeriksa', 'spam', 'kak', 'terima', 'kasih']","['hi', 'kakak', 'untuk', 'selanjutnya', 'akan', 'ada', 'uji', 'wawasan', 'kebinekaan', 'bagi', 'yang', 'merasa', 'belum', 'mendapatkan', 'email', 'pretest', 'bisa', 'diarahkan', 'untuk', 'memeriksa', 'spam', 'kakak', 'terima', 'kasih']","['hi', 'kakak', 'uji', 'wawasan', 'kebinekaan', 'email', 'pretest', 'diarahkan', 'memeriksa', 'spam', 'kakak', 'terima', 'kasih']"
101,"ka @maribelajar_id , kalau sudah ikut pre test tetapi ingin daftar di posisi lain apakah bisa ?","ka @maribelajar_id , kalau sudah ikut pre test tetapi ingin daftar di posisi lain apakah bisa ?",ka kalau sudah ikut pre test tetapi ingin daftar di posisi lain apakah bisa,"['ka', 'kalau', 'sudah', 'ikut', 'pre', 'test', 'tetapi', 'ingin', 'daftar', 'di', 'posisi', 'lain', 'apakah', 'bisa']","['kakak', 'kalau', 'sudah', 'ikut', 'pre', 'test', 'tetapi', 'ingin', 'daftar', 'di', 'posisi', 'lain', 'apakah', 'bisa']","['kakak', 'pre', 'test', 'daftar', 'posisi']"
102,Ka mau bertanya apakah jika tidak lulus berkas spjtm maka kelulusan akan berpengaruh,ka mau bertanya apakah jika tidak lulus berkas spjtm maka kelulusan akan berpengaruh,ka mau bertanya apakah jika tidak lulus berkas spjtm maka kelulusan akan berpengaruh,"['ka', 'mau', 'bertanya', 'apakah', 'jika', 'tidak', 'lulus', 'berkas', 'spjtm', 'maka', 'kelulusan', 'akan', 'berpengaruh']","['kakak', 'mau', 'bertanya', 'apakah', 'jika', 'tidak', 'lulus', 'berkas', 'spjtm', 'maka', 'kelulusan', 'akan', 'berpengaruh']","['kakak', 'lulus', 'berkas', 'spjtm', 'kelulusan', 'berpengaruh']"
103,@maribelajar_id oohhh gitu yah min,@maribelajar_id oohhh gitu yah min,oohhh gitu yah min,"['oohhh', 'gitu', 'yah', 'min']","['oohhh', 'begitu', 'ya', 'min']","['oohhh', 'min']"
104,@wdyayptr hi dear selama pendaftaran masih dibuka dapat mendaftar dibeberapa jalur pembelajaran. Namun hasil akhir tetap memilih satu,@wdyayptr hi dear selama pendaftaran masih dibuka dapat mendaftar dibeberapa jalur pembelajaran. namun hasil akhir tetap memilih satu,hi dear selama pendaftaran masih dibuka dapat mendaftar dibeberapa jalur pembelajaran namun hasil akhir tetap memilih satu,"['hi', 'dear', 'selama', 'pendaftaran', 'masih', 'dibuka', 'dapat', 'mendaftar', 'dibeberapa', 'jalur', 'pembelajaran', 'namun', 'hasil', 'akhir', 'tetap', 'memilih', 'satu']","['hi', 'dear', 'selama', 'pendaftaran', 'masih', 'dibuka', 'dapat', 'mendaftar', 'dibeberapa', 'jalur', 'pembelajaran', 'namun', 'hasil', 'akhir', 'tetap', 'memilih', 'satu']","['hi', 'dear', 'pendaftaran', 'dibuka', 'mendaftar', 'dibeberapa', 'jalur', 'pembelajaran', 'hasil', 'memilih']"
105,@duit.receh hi dear berkas harus sesuai dengan syarat dan ketentuan,@duit.receh hi dear berkas harus sesuai dengan syarat dan ketentuan,hi dear berkas harus sesuai dengan syarat dan ketentuan,"['hi', 'dear', 'berkas', 'harus', 'sesuai', 'dengan', 'syarat', 'dan', 'ketentuan']","['hi', 'dear', 'berkas', 'harus', 'sesuai', 'dengan', 'syarat', 'dan', 'ketentuan']","['hi', 'dear', 'berkas', 'sesuai', 'syarat', 'ketentuan']"
106,min itu maksudnya proses seleksi mahasiswa di platform itu platform apa ya? apakah seleksi yang dimaksud itu survey kebhinekaan?,min itu maksudnya proses seleksi mahasiswa di platform itu platform apa ya? apakah seleksi yang dimaksud itu survey kebhinekaan?,min itu maksudnya proses seleksi mahasiswa di platform itu platform apa ya apakah seleksi yang dimaksud itu survey kebhinekaan,"['min', 'itu', 'maksudnya', 'proses', 'seleksi', 'mahasiswa', 'di', 'platform', 'itu', 'platform', 'apa', 'ya', 'apakah', 'seleksi', 'yang', 'dimaksud', 'itu', 'survey', 'kebhinekaan']","['min', 'itu', 'maksudnya', 'proses', 'seleksi', 'mahasiswa', 'di', 'platform', 'itu', 'platform', 'apa', 'ya', 'apakah', 'seleksi', 'yang', 'dimaksud', 'itu', 'survey', 'kebhinekaan']","['min', 'maksudnya', 'proses', 'seleksi', 'mahasiswa', 'platform', 'platform', 'seleksi', 'survey', 'kebhinekaan']"
107,Kak kalau yg belum mendapatkan email pre test apakah dinyatakan tidak lolos ?,kak kalau yg belum mendapatkan email pre test apakah dinyatakan tidak lolos ?,kak kalau yg belum mendapatkan email pre test apakah dinyatakan tidak lolos,"['kak', 'kalau', 'yg', 'belum', 'mendapatkan', 'email', 'pre', 'test', 'apakah', 'dinyatakan', 'tidak', 'lolos']","['kakak', 'kalau', 'yang', 'belum', 'mendapatkan', 'email', 'pre', 'test', 'apakah', 'dinyatakan', 'tidak', 'lolos']","['kakak', 'email', 'pre', 'test', 'dinyatakan', 'lolos']"
108,@maribelajar_id apakah kita mendapatkan uang saku?,@maribelajar_id apakah kita mendapatkan uang saku?,apakah kita mendapatkan uang saku,"['apakah', 'kita', 'mendapatkan', 'uang', 'saku']","['apakah', 'kita', 'mendapatkan', 'uang', 'saku']","['uang', 'saku']"
109,"Min saya tes di webnya kok nyandet trus ya min dan waktunya terus berkurang, kalo gini caranya apa gabisa diulang min. Karena koneksi saya juga lancar","min saya tes di webnya kok nyandet trus ya min dan waktunya terus berkurang, kalo gini caranya apa gabisa diulang min. karena koneksi saya juga lancar",min saya tes di webnya kok nyandet trus ya min dan waktunya terus berkurang kalo gini caranya apa gabisa diulang min karena koneksi saya juga lancar,"['min', 'saya', 'tes', 'di', 'webnya', 'kok', 'nyandet', 'trus', 'ya', 'min', 'dan', 'waktunya', 'terus', 'berkurang', 'kalo', 'gini', 'caranya', 'apa', 'gabisa', 'diulang', 'min', 'karena', 'koneksi', 'saya', 'juga', 'lancar']","['min', 'saya', 'tes', 'di', 'webnya', 'kok', 'nyandet', 'terus', 'ya', 'min', 'dan', 'waktunya', 'terus', 'berkurang', 'kalo', 'begini', 'caranya', 'apa', 'gabisa', 'diulang', 'min', 'karena', 'koneksi', 'saya', 'juga', 'lancar']","['min', 'tes', 'webnya', 'nyandet', 'min', 'berkurang', 'gabisa', 'diulang', 'min', 'koneksi', 'lancar']"
110,ini khusus mahasiswa ya?,ini khusus mahasiswa ya?,ini khusus mahasiswa ya,"['ini', 'khusus', 'mahasiswa', 'ya']","['ini', 'khusus', 'mahasiswa', 'ya']","['khusus', 'mahasiswa']"
111,"@endah.enje Hi kak, benar 🙏","@endah.enje hi kak, benar 🙏",hi kak benar,"['hi', 'kak', 'benar']","['hi', 'kakak', 'benar']","['hi', 'kakak']"
112,"hi kak aku udah ampe tahap, pretest dan validasi apakah stlh itu ada tahap konfirmasi lolos pretest melalui email atau lgsng seleksi di platform ?","hi kak aku udah ampe tahap, pretest dan validasi apakah stlh itu ada tahap konfirmasi lolos pretest melalui email atau lgsng seleksi di platform ?",hi kak aku udah ampe tahap pretest dan validasi apakah stlh itu ada tahap konfirmasi lolos pretest melalui email atau lgsng seleksi di platform,"['hi', 'kak', 'aku', 'udah', 'ampe', 'tahap', 'pretest', 'dan', 'validasi', 'apakah', 'stlh', 'itu', 'ada', 'tahap', 'konfirmasi', 'lolos', 'pretest', 'melalui', 'email', 'atau', 'lgsng', 'seleksi', 'di', 'platform']","['hi', 'kakak', 'aku', 'sudah', 'sampai', 'tahap', 'pretest', 'dan', 'validasi', 'apakah', 'setelah', 'itu', 'ada', 'tahap', 'konfirmasi', 'lolos', 'pretest', 'melalui', 'email', 'atau', 'lgsng', 'seleksi', 'di', 'platform']","['hi', 'kakak', 'tahap', 'pretest', 'validasi', 'tahap', 'konfirmasi', 'lolos', 'pretest', 'email', 'lgsng', 'seleksi', 'platform']"
113,@eeca.aa platform kampus merdeka kak,@eeca.aa platform kampus merdeka kak,platform kampus merdeka kak,"['platform', 'kampus', 'merdeka', 'kak']","['platform', 'kampus', 'merdeka', 'kakak']","['platform', 'kampus', 'merdeka', 'kakak']"
114,@lutfiahans_ pengumuman melalui platform kampus merdeka kak,@lutfiahans_ pengumuman melalui platform kampus merdeka kak,pengumuman melalui platform kampus merdeka kak,"['pengumuman', 'melalui', 'platform', 'kampus', 'merdeka', 'kak']","['pengumuman', 'melalui', 'platform', 'kampus', 'merdeka', 'kakak']","['pengumuman', 'platform', 'kampus', 'merdeka', 'kakak']"
115,Ada yang udah keterima?,ada yang udah keterima?,ada yang udah keterima,"['ada', 'yang', 'udah', 'keterima']","['ada', 'yang', 'sudah', 'keterima']",['keterima']
116,@aryamanunggal255_ ada kak,@aryamanunggal255_ ada kak,ada kak,"['ada', 'kak']","['ada', 'kakak']",['kakak']
117,@aryamanunggal255_ ada,@aryamanunggal255_ ada,ada,['ada'],['ada'],[]
118,@maribelajar_id terjawwb ka,@maribelajar_id terjawwb ka,terjawwb ka,"['terjawwb', 'ka']","['terjawwb', 'kakak']","['terjawwb', 'kakak']"
119,What Language is it??,what language is it??,what language is it,"['what', 'language', 'is', 'it']","['what', 'language', 'is', 'it']","['what', 'language', 'is', 'it']"
120,@theradlifavaia1 bahasa,@theradlifavaia1 bahasa,bahasa,['bahasa'],['bahasa'],['bahasa']
121,"permisi kak, ijin bertanya untuk pendaftaran di Kampus Merdeka sampai tanggal berapa ya kak? 🙏🏻","permisi kak, ijin bertanya untuk pendaftaran di kampus merdeka sampai tanggal berapa ya kak? 🙏🏻",permisi kak ijin bertanya untuk pendaftaran di kampus merdeka sampai tanggal berapa ya kak,"['permisi', 'kak', 'ijin', 'bertanya', 'untuk', 'pendaftaran', 'di', 'kampus', 'merdeka', 'sampai', 'tanggal', 'berapa', 'ya', 'kak']","['permisi', 'kakak', 'izin', 'bertanya', 'untuk', 'pendaftaran', 'di', 'kampus', 'merdeka', 'sampai', 'tanggal', 'berapa', 'ya', 'kakak']","['permisi', 'kakak', 'izin', 'pendaftaran', 'kampus', 'merdeka', 'tanggal', 'kakak']"
122,"@windaasrd hi dear, sampai tanggal 27 Januari 2023","@windaasrd hi dear, sampai tanggal 27 januari 2023",hi dear sampai tanggal januari,"['hi', 'dear', 'sampai', 'tanggal', 'januari']","['hi', 'dear', 'sampai', 'tanggal', 'januari']","['hi', 'dear', 'tanggal', 'januari']"
123,Halo kak untuk tahapan tes seleksinya ada apa saja ya ?,halo kak untuk tahapan tes seleksinya ada apa saja ya ?,halo kak untuk tahapan tes seleksinya ada apa saja ya,"['halo', 'kak', 'untuk', 'tahapan', 'tes', 'seleksinya', 'ada', 'apa', 'saja', 'ya']","['halo', 'kakak', 'untuk', 'tahapan', 'tes', 'seleksinya', 'ada', 'apa', 'saja', 'ya']","['halo', 'kakak', 'tahapan', 'tes', 'seleksinya']"
124,Hari dan jam belajarnya bagaimana ya kak?,hari dan jam belajarnya bagaimana ya kak?,hari dan jam belajarnya bagaimana ya kak,"['hari', 'dan', 'jam', 'belajarnya', 'bagaimana', 'ya', 'kak']","['hari', 'dan', 'jam', 'belajarnya', 'bagaimana', 'ya', 'kakak']","['jam', 'belajarnya', 'kakak']"
125,"@duit.receh Hi kak, utk proses seleksinya meliputi seleksi administrasi > Pretest: uji pemahaman umum terkair jalur pembelajaran yg dipilih > konfirmasi melalui platform > uji wwawasan kebhinekaan > pengumuman final. Terima kasih","@duit.receh hi kak, utk proses seleksinya meliputi seleksi administrasi > pretest: uji pemahaman umum terkair jalur pembelajaran yg dipilih > konfirmasi melalui platform > uji wwawasan kebhinekaan > pengumuman final. terima kasih",hi kak utk proses seleksinya meliputi seleksi administrasi pretest uji pemahaman umum terkair jalur pembelajaran yg dipilih konfirmasi melalui platform uji wwawasan kebhinekaan pengumuman final terima kasih,"['hi', 'kak', 'utk', 'proses', 'seleksinya', 'meliputi', 'seleksi', 'administrasi', 'pretest', 'uji', 'pemahaman', 'umum', 'terkair', 'jalur', 'pembelajaran', 'yg', 'dipilih', 'konfirmasi', 'melalui', 'platform', 'uji', 'wwawasan', 'kebhinekaan', 'pengumuman', 'final', 'terima', 'kasih']","['hi', 'kakak', 'utk', 'proses', 'seleksinya', 'meliputi', 'seleksi', 'administrasi', 'pretest', 'uji', 'pemahaman', 'umum', 'terkair', 'jalur', 'pembelajaran', 'yang', 'dipilih', 'konfirmasi', 'melalui', 'platform', 'uji', 'wwawasan', 'kebhinekaan', 'pengumuman', 'final', 'terima', 'kasih']","['hi', 'kakak', 'proses', 'seleksinya', 'meliputi', 'seleksi', 'administrasi', 'pretest', 'uji', 'pemahaman', 'terkair', 'jalur', 'pembelajaran', 'dipilih', 'konfirmasi', 'platform', 'uji', 'wwawasan', 'kebhinekaan', 'pengumuman', 'final', 'terima', 'kasih']"
